CIRCUIT_NA,CIRCUIT_VO,AGR_PCT,COM_PCT,IND_PCT,RES_PCT,OTHER_PCT,GEN_ALLOC,GEN_QUE,TOTAL_GEN,SUBST_DISP,SYS_NAME,NOTE,OBJECTID,Shape__Len
Michigan,4,0,2,0,94,4,0.201,0,0.201,Signal Hill 12/4 Kv,Lighthipe 220/66 System,N/A,2531,8960.5954507835
Micro,4,0,17,0,76,7,0,0,0,Line Creek 33/4 Kv,Big Creek 220/220 System,N/A,2532,10868.5608645267
Middle Road,16,1,10,0,51,40,3.014,0,3.014,Saticoy 66/16 Kv,Santa Clara 220/66 System,N/A,2533,122480.573222804
Mint Canyon,16,0,14,0,76,11,0.247,0,0.247,Saugus 66/16 Kv,Saugus 220/66 System,N/A,2534,74317.3828257062
Jade,12,0,4,0,88,8,0.656,0,0.656,Crown 66/12 Kv,Santiago 220/66 System,N/A,2535,40061.2856686693
Mcbean,16,,,,,,1.109,0,1.109,Newhall 66/16 Kv,Saugus 220/66 System,N/A,2536,77094.158977203
Mccarty,16,0,54,0,27,19,0.003,0,0.003,Beverly 66/16 Kv,La Cienega 220/66 System,N/A,2537,21449.392747888
Mc Caslin,4,0,13,0,60,26,0.027,0,0.027,Amargo 33/4 Kv,Kramer 220/115 System,N/A,2538,12085.3937930266
Mc Clary,4,2,6,0,59,33,0.032,0,0.032,Mc Clary P.T. 33/4 Kv,Victor 220/115 System,N/A,2539,50633.8424464148
Mcenroe,12,0,60,1,2,37,2,0,2,Wimbledon 66/12 Kv,Etiwanda 220/66 System,N/A,2540,71753.0248694931
Mclaughlin,12,0,2,0,96,2,0.773,0,0.773,Newcomb 115/12 Kv,Valley 'D' 500/115 System,N/A,2541,25083.9522723886
Mira,12,0,77,5,2,19,0.03,0,0.03,Carmenita 66/12 Kv,Del Amo 220/66 System,N/A,2542,19521.2881445444
Miralesta,16,0,70,6,7,16,0.585,0,0.585,Rolling Hills 66/16 Kv,La Fresa 220/66 System,N/A,2543,28614.4978249445
Mirror,12,0,5,0,89,6,0.544,0,0.544,Savage 115/12 Kv,Victor 220/115 System,N/A,2544,54375.1532671009
Monarch,16,0,11,0,80,9,0.307,0,0.307,Royal 66/16 Kv,Moorpark 220/66 System,N/A,2545,47084.9514391365
Monopoly,12,12,67,3,2,16,0,0,0,Johanna 66/12 Kv,Johanna 220/66 System,N/A,2546,32187.30903524
Montana,12,0,64,1,4,32,5.675,0,5.675,Signal Hill 66/12 Kv,Lighthipe 220/66 System,N/A,2547,37385.7279113805
Meadowlark,12,0,29,0,44,29,0.012,0,0.012,Wrightwood 33/12 Kv,Victor 220/115 System,N/A,2548,9861.01354019649
Mebane,12,0,0,0,4,96,0.012,0,0.012,Mebane P.T. 2.4/12 Kv,Windhub 220/66 System,N/A,2549,22389.4060991513
Meats,12,0,6,0,88,6,1.902,0,1.902,Villa Park 66/12 Kv,Villa Park 220/66 System,N/A,2550,37330.6216343571
Montclair,12,0,64,0,0,34,0.95,0,0.95,San Antonio 66/12 Kv,Padua 220/66 System,N/A,2551,18684.8840358942
Montgomery,16,0,4,0,93,2,1.297,0,1.297,Royal 66/16 Kv,Moorpark 220/66 System,N/A,2552,35831.3826193506
Monty,12,0,17,0,47,38,0.007,0,0.007,Cardiff 66/12 Kv,San Bernardino 220/66 System,N/A,2553,22637.757613396
Moonglow,12,0,2,0,92,6,1.753,0,1.753,Quartz Hill 66/12 Kv,Antelope 220/66 System,N/A,2554,41374.1506246104
Shoreline,16,0,4,0,88,9,0.368,0,0.368,Marymount 66/16 Kv,La Fresa 220/66 System,N/A,2555,68675.2585101951
Moonwalk,12,0,18,0,72,10,0.782,0,0.782,Gisler 66/12 Kv,Ellis 'C' 220/66 System,N/A,2556,64816.2628432908
Medallion,12,0,8,0,86,7,1.539,0,1.539,Lancaster 66/12 Kv,Antelope 220/66 System,N/A,2557,40460.6112934036
Medford,4,0,2,0,93,6,0.048,0,0.048,Terrace 16/4 Kv,Mesa 220/66 System,N/A,2558,22752.8990251482
Medical,4,0,10,0,81,10,0.161,0,0.161,Colorado 66/4 Kv,La Cienega 220/66 System,N/A,2559,22243.2898536681
Mora,12,0,3,0,91,6,3.546,0,3.546,Randall 66/12 Kv,Etiwanda 220/66 System,N/A,2560,144051.687612718
Moran,12,0,12,0,79,9,0.349,0,0.349,Layfair 66/12 Kv,Padua 220/66 System,N/A,2561,61301.2236559178
Morello,12,0,47,0,8,49,0,0,0,Maraschino 115/12 Kv,El Casco 220/115 System,N/A,2562,59887.5528414451
Morgan,4,0,2,0,92,6,0.159,0,0.159,Ditmar 16/4 Kv,La Fresa 220/66 System,N/A,2563,18227.6873136801
Morrie,16,0,85,0,7,9,1.652,0,1.652,Saugus 66/16 Kv,Saugus 220/66 System,N/A,2564,54376.0221243684
Medio,4,0,6,0,84,11,0.037,0,0.037,Bixby 12/4 Kv,Alamitos 220/66 System,N/A,2565,9354.00738496382
Mednick,4,0,20,0,71,10,0.004,0,0.004,Bicknell 16/4 Kv,Mesa 220/66 System,N/A,2566,6630.50345712215
Medusa,12,0,38,2,16,43,1.323,0,1.323,San Bernardino 66/12 Kv,San Bernardino 220/66 System,N/A,2567,78023.9126420999
Melissa,12,0,11,0,84,6,0.321,0,0.321,La Veta 66/12 Kv,Villa Park 220/66 System,N/A,2568,30565.3797313317
Melvere,12,0,37,0,44,21,0.42,0,0.42,Hemet 33/12 Kv,Valley 'Ab' 500/115 System,N/A,2569,30796.2104853033
Morse,12,0,7,0,88,5,0.084,0,0.084,Cabrillo 66/12 Kv,Johanna 220/66 System,N/A,2570,89554.0517111063
Mossberg,12,0,46,0,8,46,0.056,0,0.056,Dalton 66/12 Kv,Rio Hondo 220/66 System,N/A,2571,17900.8237808379
Mosebrook,12,0,14,0,77,9,0.492,0,0.492,Narod 66/12 Kv,Chino 220/66 System,N/A,2572,50756.4080059096
Mountain,4,0,6,0,89,5,0.072,0,0.072,Arro 33/4 Kv,San Bernardino 220/66 System,N/A,2573,7226.86067061352
Moynier,4,0,2,0,94,4,0.165,0,0.165,Moynier P.T. 16/4 Kv,La Cienega 220/66 System,N/A,2574,5034.81022264178
Remote,33,0,14,0,54,27,20.027,0,20.027,Barstow 33/33 Kv,Kramer 220/115 System,N/A,2575,311193.253869574
Retreat,12,0,5,0,90,6,0.59,0,0.59,Retreat P.T. 33/12 Kv,Mira Loma 220/66 System,N/A,2576,35071.5107289063
Menlo,4,0,4,0,88,7,0.052,0,0.052,Yukon 66/4 Kv,La Fresa 220/66 System,N/A,2577,12847.679221644
Merlot,12,0,2,0,96,2,1.278,0,1.278,Pauba 115/12 Kv,Valley 'D' 500/115 System,N/A,2578,51340.8358217316
Mesmer,4,0,4,0,91,5,0.159,0,0.159,Culver 66/4 Kv,La Cienega 220/66 System,N/A,2579,21836.2339301781
Rexford,4,0,51,0,11,37,0,0,0,Beverly 66/4 Kv,Eagle Rock 220/66 System,N/A,2580,4576.46691700153
Rhine,12,0,7,0,89,4,0.534,0,0.534,Rio Hondo 66/12 Kv,Rio Hondo 220/66 System,N/A,2581,50418.092717127
Rhoads,12,0,11,0,83,5,0.413,0,0.413,San Dimas 66/12 Kv,Padua 220/66 System,N/A,2582,51825.9760853702
Pound,12,0,35,0,52,14,0.255,0,0.255,Palm Village 33/12 Kv,Mirage 220/115 System,N/A,2583,33259.9128974525
Prairie,12,15,11,0,15,56,1.025,0,1.025,Strathmore 66/12 Kv,Springville 220/66 System,N/A,2584,76105.0656222199
Pourroy,12,0,5,0,91,5,0.951,0,0.951,Auld 115/12 Kv,Valley 'D' 500/115 System,N/A,2585,49489.1257079638
Predator,12,0,8,0,84,9,0.978,0,0.978,Stetson 115/12 Kv,Valley 'Ab' 500/115 System,N/A,2586,45896.9428140619
President,12,0,8,0,85,6,0.303,0,0.303,Cornuta 66/12 Kv,Del Amo 220/66 System,N/A,2587,50296.3606321588
Primero,12,0,10,0,86,5,0.508,0,0.508,Viejo 66/12 Kv,Viejo 220/66 System,N/A,2588,48472.2493603519
Products,12,0,9,0,84,8,0.434,0,0.434,Narod 66/12 Kv,Chino 220/66 System,N/A,2589,40240.3452494069
Rhumba,16,0,11,0,81,8,0.651,0,0.651,Brighton 66/16 Kv,La Fresa 220/66 System,N/A,2590,72998.5621203751
Ridge,12,0,18,0,61,22,0.06,0,0.06,Gorman 66/12 Kv,Bailey 220/66 System,N/A,2591,69924.1037956643
Rinker,12,1,4,0,84,11,3.287,0,3.287,Tulare 66/12 Kv,Rector 220/66 System,N/A,2592,72999.4836174913
Rio Grande,12,0,3,0,90,7,3.447,0,3.447,Riverway 66/12 Kv,Rector 220/66 System,N/A,2593,45076.8278707928
Ritter,12,0,9,0,83,7,0.189,0,0.189,Anaverde 66/12 Kv,Antelope 220/66 System,N/A,2594,15678.5305156285
Professor,16,0,20,0,59,20,1.864,0,1.864,Isla Vista 66/16 Kv,Goleta 220/66 System,N/A,2595,71398.4739505437
Pronghorn,12,0,4,0,86,11,11.765,0,11.765,Del Sur 66/12 Kv,Antelope 220/66 System,N/A,2596,170424.825784995
Pryor,12,0,11,0,84,5,1.019,0,1.019,Etiwanda 66/12 Kv,Etiwanda 220/66 System,N/A,2597,47416.6214734566
Putter,12,0,10,0,83,7,0.495,0,0.495,Gilbert 66/12 Kv,Barre 220/66 System,N/A,2598,40758.2053384061
Quail,12,46,6,0,9,40,3.541,0,3.541,Tipton 66/12 Kv,Springville 220/66 System,N/A,2599,141222.578169792
Riva,16,0,5,0,88,7,1.32,0,1.32,Casitas 66/16 Kv,Santa Clara 220/66 System,N/A,2600,110152.028659068
River Bend,12,0,5,0,84,13,1.174,0,1.174,Olive Lake 33/12 Kv,Blythe (Walc) 161/33 System,N/A,2601,62326.4208181567
Rivergrade,12,0,3,0,93,4,0.185,0,0.185,Bassett 66/12 Kv,Walnut 220/66 System,N/A,2602,19458.5588209831
Roanoke,4,0,4,0,89,7,0.051,0,0.051,Granada 16/4 Kv,Eagle Rock 220/66 System,N/A,2603,14778.8310416
Robbie,16,0,9,0,86,5,1.804,0,1.804,Arcadia 66/16 Kv,Rio Hondo 220/66 System,N/A,2604,31493.8045318325
Radium,12,0,11,0,81,9,0.006,0,0.006,Cherry 66/12 Kv,Hinson 220/66 System,N/A,2605,26638.8177128424
Rahn,16,0,61,7,0,32,0.192,0,0.192,Carson 66/16 Kv,Lighthipe 220/66 System,N/A,2606,41988.3346135886
Ramsey,4,0,18,0,68,15,0.044,0,0.044,Ganesha 12/4 Kv,Chino 220/66 System,N/A,2607,15462.5108705393
Roble,12,0,9,0,81,10,0.083,0,0.083,State Street 66/12 Kv,Hinson 220/66 System,N/A,2608,40514.117030577
Robertson,4,0,10,0,83,7,0.008,0,0.008,Olympic 16/4 Kv,La Cienega 220/66 System,N/A,2609,13116.4934417306
Robin,12,0,31,0,18,48,0.004,0,0.004,Wrightwood 33/12 Kv,Victor 220/115 System,N/A,2610,85868.826773616
Rocket,4,0,1,0,96,3,0.232,0,0.232,Hedda 12/4 Kv,Del Amo 220/66 System,N/A,2611,7139.2249021606
Rockwell,12,0,2,0,93,5,0.717,0,0.717,Tennessee 66/12 Kv,San Bernardino 220/66 System,N/A,2612,42409.3454913938
Rockridge,12,0,8,0,87,5,2.491,0,2.491,Elsinore 115/12 Kv,Valley 'D' 500/115 System,N/A,2613,69858.1448563418
Rams,12,0,23,0,67,10,0.438,0,0.438,Slater 66/12 Kv,Ellis 'A' 220/66 System,N/A,2614,79482.006273522
Rasmussen,12,1,33,4,31,32,0.525,0,0.525,Oak Grove 66/12 Kv,Rector 220/66 System,N/A,2615,51104.931128072
Rattler,16,0,3,0,82,15,0.015,0,0.015,North Oaks 66/16 Kv,Saugus 220/66 System,N/A,2616,15170.7128132397
Rayburn,12,0,12,0,79,10,0.732,0,0.732,Anaverde 66/12 Kv,Antelope 220/66 System,N/A,2617,55476.258496443
Rodeo,4,0,8,0,78,15,0.062,0,0.062,Beverly 66/4 Kv,Eagle Rock 220/66 System,N/A,2618,12961.3803413723
Roma,12,0,6,0,87,7,0.17,0,0.17,Fullerton 66/12 Kv,Barre 220/66 System,N/A,2619,36171.837191242
Rover,12,0,3,0,92,5,2.692,0,2.692,Devers 115/12 Kv,Devers 220/115 System,N/A,2620,75763.3807081183
Rowe,12,0,3,0,92,6,0.08,0,0.08,Maxwell 115/12 Kv,Vista 220/115 System,N/A,2621,29863.3394077067
Rugby,4,0,36,0,33,31,0,0,0,Huntington Park 16/4 Kv,Laguna Bell De 220/66 System,N/A,2622,5094.62133907753
Pickle Meadows,16,0,7,0,38,55,0.005,0,0.005,Bridgeport 16/16 Kv,Inyo Sce 220/115 System,N/A,2623,160761.724941065
Ready,16,0,19,0,68,14,0.176,0,0.176,San Miguel 66/16 Kv,Santa Clara 220/66 System,N/A,2624,72082.4012213166
Reakes,12,0,2,0,94,4,0.288,0,0.288,Maxwell 115/12 Kv,Vista 220/115 System,N/A,2625,13150.8035340054
Redbanks,12,8,6,0,68,20,1.73,0,1.73,Venice Hill 66/12 Kv,Rector 220/66 System,N/A,2626,315382.549078624
Red,12,0,16,1,71,12,0.51,0,0.51,Orange 66/12 Kv,Villa Park 220/66 System,N/A,2627,33508.7519586724
Red Barn,12,0,3,0,84,13,0.107,0,0.107,North Muroc 33/12 Kv,Kramer 220/115 System,N/A,2628,40440.172730072
Redhill,12,0,47,0,24,29,0.883,0,0.883,Fairview 66/12 Kv,Johanna 220/66 System,N/A,2629,30508.9728243773
Pinehurst,4,0,4,0,91,5,0.167,0,0.167,Brewster 16/4 Kv,Lighthipe 220/66 System,N/A,2630,15971.6577422594
Pinwheel,12,0,57,0,23,20,8.71,0,8.71,Northwind 66/12 Kv,Windhub 220/66 System,N/A,2631,14558.9592300573
Pinzon,16,0,10,0,84,7,0.11,0,0.11,Rolling Hills 66/16 Kv,La Fresa 220/66 System,N/A,2632,36269.0018223202
Pioneertown,12,0,7,0,82,11,0.764,0,0.764,Yucca 115/12 Kv,Devers 220/115 System,N/A,2633,135156.083758323
Red Mountain,16,0,12,0,68,18,0.075,0,0.075,Casitas 66/16 Kv,Santa Clara 220/66 System,N/A,2634,85541.79065149
Rieck,12,17,5,0,35,36,0.016,0,0.016,Vestal 66/12 Kv,Vestal 220/66 System,N/A,2635,86082.8482454314
Relish,12,0,16,0,76,8,0.377,0,0.377,Merced 66/12 Kv,Walnut 220/66 System,N/A,2636,50813.6761215445
Inch,12,0,14,0,75,12,1.289,0,1.289,Palm Village 33/12 Kv,Mirage 220/115 System,N/A,2637,45277.2283749521
Indiana,4,0,0,0,0,0,0,0,0,Belvedere 16/4 Kv,Mesa 220/66 System,N/A,2638,214.809433579942
Indianapolis,12,0,9,0,85,7,1.059,0,1.059,Trask 66/12 Kv,Barre 220/66 System,N/A,2639,56916.0950791355
Inlet,4,0,3,0,91,7,0.329,0,0.329,Paularino 12/4 Kv,Ellis 'A' 220/66 System,N/A,2640,17834.5083187421
Lewis,12,21,4,0,35,35,0.363,0,0.363,Lindsay 66/12 Kv,Springville 220/66 System,N/A,2641,104391.393092336
Liberator,16,0,83,0,4,11,0.793,0,0.793,Sepulveda 66/16 Kv,El Nido 220/66 System,N/A,2642,26220.7280275678
Libra,16,0,7,0,86,6,0.051,0,0.051,Repetto 66/16 Kv,Mesa 220/66 System,N/A,2643,35456.5255057412
Norwich,16,0,8,0,85,7,0.154,0,0.154,Fairfax 66/16 Kv,Eagle Rock 220/66 System,N/A,2644,36276.571763547
Norwood,12,0,3,0,90,7,0.244,0,0.244,Highland 66/12 Kv,San Bernardino 220/66 System,N/A,2645,55065.317132695
Oak Knoll,2.4,0,2,0,94,4,0.005,0,0.005,Oak Knoll P.T. 12/2.4 Kv,Vista 220/115 System,N/A,2646,9571.10649095869
Jepson,12,0,6,0,84,10,0.153,0,0.153,Lucas 66/12 Kv,Del Amo 220/66 System,N/A,2647,73325.3192148599
Muffin,12,0,15,0,67,20,0.164,0,0.164,Sixteenth Street 33/12 Kv,Vista 220/115 System,N/A,2648,77949.4265117775
Muirlands,12,0,6,0,89,6,0.543,0,0.543,Irvine 66/12 Kv,Santiago 220/66 System,N/A,2649,70778.789653827
Mulkey,12,0,5,0,87,8,0.634,0,0.634,Del Rosa 66/12 Kv,San Bernardino 220/66 System,N/A,2650,49593.7640694003
Oboe,16,0,81,0,1,18,0.696,0,0.696,Elizabeth Lake 66/16 Kv,Saugus 220/66 System,N/A,2651,73765.952676625
Olson,16,1,23,0,59,18,0.53,0,0.53,Levy 66/16 Kv,Santa Clara 220/66 System,N/A,2652,71988.0259456211
Olney,16,0,17,0,74,9,0.17,0,0.17,Rosemead 66/16 Kv,Mesa 220/66 System,N/A,2653,56659.3486847233
Omaha,12,0,7,0,86,8,0.39,0,0.39,Trask 66/12 Kv,Barre 220/66 System,N/A,2654,49351.2436461677
Mugu,16,0,17,0,74,9,0.086,0,0.086,Colonia 66/16 Kv,Santa Clara 220/66 System,N/A,2655,83197.1338262553
Muse,12,0,5,0,91,4,0.769,0,0.769,Timoteo 66/12 Kv,San Bernardino 220/66 System,N/A,2656,79851.128044485
Musket,12,0,9,0,85,6,0.172,0,0.172,Pioneer 66/12 Kv,Center 220/66 System,N/A,2657,57810.6530382608
Mustang,12,0,4,0,84,13,1.175,0,1.175,Isabella 66/12 Kv,Vestal 220/66 System,N/A,2658,135067.564022932
Palisades,4,0,73,0,0,27,0,0,0,San Vicente 16/4 Kv,La Cienega 220/66 System,N/A,2659,1616.20598361268
Paljay,16,0,18,0,73,10,0.356,0,0.356,Rush 66/16 Kv,Mesa 220/66 System,N/A,2660,66739.2135889518
Lidums,4,0,4,0,91,5,0.094,0,0.094,Inglewood 66/4 Kv,El Nido 220/66 System,N/A,2661,16532.4408468047
Lift,12,0,0,0,46,54,0,0,0,North Intake 33/12 Kv,Blythe (Walc) 161/33 System,N/A,2662,9481.92604693919
Lilac,4,0,3,0,93,6,0.079,0,0.079,Rolling Hills 66/4 Kv,La Fresa 220/66 System,N/A,2663,13451.3934201854
Mystic,12,0,77,2,3,16,0.167,0,0.167,Santa Fe Springs 66/12 Kv,Center 220/66 System,N/A,2664,41563.349951645
Nadine,4,0,5,0,91,5,0.102,0,0.102,Temple 16/4 Kv,Mesa 220/66 System,N/A,2665,15318.9711543286
Napoleon,12,0,7,0,87,6,1.591,0,1.591,Maraschino 115/12 Kv,El Casco 220/115 System,N/A,2666,100278.921071673
Lily,4,0,11,0,82,6,0.013,0,0.013,Daisy 12/4 Kv,Hinson 220/66 System,N/A,2667,9965.20763986523
Lindberg,12,0,15,0,75,11,0.675,0,0.675,Stetson 115/12 Kv,Valley 'Ab' 500/115 System,N/A,2668,66714.6952333339
Lindero,16,,,,,,1.712,0,1.712,Malibu 66/16 Kv,Moorpark 220/66 System,N/A,2669,36115.6691455434
Linnet,2.4,0,2,0,91,7,0.034,0,0.034,Wrightwood 12/2.4 Kv,Victor 220/115 System,N/A,2670,11773.668103118
Narbonne,4,0,8,0,85,6,0.175,0,0.175,Walteria 66/4 Kv,La Fresa 220/66 System,N/A,2671,18587.1850496103
Nastase,12,0,75,2,0,23,0.247,0,0.247,Wimbledon 66/12 Kv,Etiwanda 220/66 System,N/A,2672,47634.3163893216
National,4,0,3,0,92,5,0.007,0,0.007,Cudahy 66/4 Kv,Laguna Bell Ab 220/66 System,N/A,2673,16384.213191553
Nebraska,4,0,2,0,93,5,0.073,0,0.073,South Gate 16/4 Kv,Laguna Bell De 220/66 System,N/A,2674,17730.4025509165
Nelson,16,0,8,0,85,8,0.073,0,0.073,Victoria 66/16 Kv,La Fresa 220/66 System,N/A,2675,52611.9515827122
O'Malley,12,0,19,0,70,11,0.152,0,0.152,Murphy 66/12 Kv,Center 220/66 System,N/A,2676,44587.5918785205
Omega,12,0,4,0,88,8,0.89,0,0.89,Telegraph 66/12 Kv,Olinda 220/66 System,N/A,2677,62653.8690790549
Orchid,4,0,11,0,85,4,0.17,0,0.17,Rolling Hills 66/4 Kv,La Fresa 220/66 System,N/A,2678,21446.2560553551
Oriole,12,0,13,0,79,7,0.342,0,0.342,Talbert 66/12 Kv,Ellis 'C' 220/66 System,N/A,2679,29571.5296460456
O'Toole,12,0,6,0,86,8,0.336,0,0.336,Murphy 66/12 Kv,Center 220/66 System,N/A,2680,53574.6120005626
Ottowa,12,0,9,0,85,7,0.92,0,0.92,Rio Hondo 66/12 Kv,Rio Hondo 220/66 System,N/A,2681,70229.0444087858
Nemaha,4,0,4,0,92,6,0.146,0,0.146,Layfair 66/4 Kv,Padua 220/66 System,N/A,2682,25857.8661212965
Nero,16,0,2,0,94,4,5.996,0,5.996,Haskell 66/16 Kv,Saugus 220/66 System,N/A,2683,43551.393540342
Nickel,12,0,8,0,88,3,0.58,0,0.58,Limestone 66/12 Kv,Viejo 220/66 System,N/A,2684,33597.8191513057
Nicholas,16,,,,,,0.771,0,0.771,Tapia 66/16 Kv,Moorpark 220/66 System,N/A,2685,125490.78684853
Noche,12,0,2,0,95,2,1.684,0,1.684,Pechanga 115/12 Kv,Valley 'D' 500/115 System,N/A,2686,39232.8058777476
Prida,12,0,9,0,82,9,0.111,0,0.111,Cypress 66/12 Kv,Del Amo 220/66 System,N/A,2687,53092.6881866822
North Bay,2.4,0,3,0,87,11,0.008,0,0.008,North Bay P.T. 12/2.4 Kv,Vista 220/115 System,N/A,2688,10223.5450370065
Northside,4,0,17,0,74,9,0.041,0,0.041,Ocean Park 16/4 Kv,La Cienega 220/66 System,N/A,2689,16677.9242880544
Otter,12,0,7,0,81,12,0.413,0,0.413,Francis 66/12 Kv,Chino 220/66 System,N/A,2690,54418.2297946364
Otto,4,0,2,0,92,6,0.238,0,0.238,Downey 12/4 Kv,Center 220/66 System,N/A,2691,20138.2922701899
Outlaw,12,0,2,0,84,14,0.049,0,0.049,Outlaw P.T. 33/12 Kv,Valley 'Ab' 500/115 System,N/A,2692,41243.2112307819
Outpost,12,0,1,0,96,3,1.088,0,1.088,Victor 115/12 Kv,Victor 220/115 System,N/A,2693,49627.0775670224
Overhill,4,0,7,0,87,7,0.123,0,0.123,Windsor Hills 16/4 Kv,La Cienega 220/66 System,N/A,2694,21872.8384329824
Overland,4,0,12,0,81,7,0.067,0,0.067,Culver 66/4 Kv,La Cienega 220/66 System,N/A,2695,19011.7228509799
Norton,12,0,47,2,33,16,0.282,0,0.282,Santa Fe Springs 66/12 Kv,Center 220/66 System,N/A,2696,46107.4976600247
Price,12,0,21,0,72,9,0.611,0,0.611,Corona 66/12 Kv,Mira Loma 220/66 System,N/A,2697,48440.0134854256
Primrose,16,0,10,0,82,8,0.718,0,0.718,Bradbury 66/16 Kv,Rio Hondo 220/66 System,N/A,2698,66901.2976264928
Privet,12,0,8,0,86,6,0.978,0,0.978,Parkwood 66/12 Kv,Olinda 220/66 System,N/A,2699,43817.3454776633
Overlook,4,0,15,0,73,12,0.503,0,0.503,Palm Canyon 33/4 Kv,Devers 220/115 System,N/A,2700,15673.6436765908
Owens,33,0,19,15,12,54,6.5,0,6.5,Corona 66/33 Kv,Mira Loma 220/66 System,N/A,2701,129143.290794842
Pachea,12,0,4,0,91,5,1.28,0,1.28,Mayberry 115/12 Kv,Valley 'Ab' 500/115 System,N/A,2702,31634.382523971
Pacifica,12,0,11,0,75,14,0.403,0,0.403,Jefferson 66/12 Kv,Mira Loma 220/66 System,N/A,2703,33062.8774850505
Padova,12,0,2,0,92,6,1.164,0,1.164,Live Oak 66/12 Kv,Padua 220/66 System,N/A,2704,35813.8634306266
Packwood,12,0,5,0,89,6,1.464,0,1.464,Rector 66/12 Kv,Rector 220/66 System,N/A,2705,48777.6570702691
Probst,33,0,0,0,0,0,0,0,0,Santa Rosa 115/33 Kv,Mirage 220/115 System,N/A,2706,32085.6451489764
Prospect,4,0,4,0,89,7,0.111,0,0.111,Naples 12/4 Kv,Alamitos 220/66 System,N/A,2707,11397.0393434287
Punch,12,0,3,0,93,4,0.314,0,0.314,Chiquita 66/12 Kv,Viejo 220/66 System,N/A,2708,43496.7723575291
Prune,12,0,2,0,93,5,0.543,0,0.543,Parkwood 66/12 Kv,Olinda 220/66 System,N/A,2709,34661.3333245581
Pueblo,16,0,7,0,85,8,0.123,0,0.123,La Fresa 66/16 Kv,La Fresa 220/66 System,N/A,2710,24638.7473215119
Pool,4,0,5,0,80,15,0.099,0,0.099,West Barstow 33/4 Kv,Kramer 220/115 System,N/A,2711,12171.1380625693
Port,12,0,5,0,87,8,0.797,0,0.797,Delano 66/12 Kv,Vestal 220/66 System,N/A,2712,28473.9320801326
Portland,33,0,36,0,0,64,27.829,0,27.829,Victor 115/33 Kv,Victor 220/115 System,N/A,2713,72468.444617518
Puff,12,0,9,2,43,46,3,0,3,Midwind 66/12 Kv,Windhub 220/66 System,N/A,2714,32055.8747196606
Pulaski,12,0,72,1,7,23,0.07,0,0.07,Corona 66/12 Kv,Mira Loma 220/66 System,N/A,2715,60437.5337752428
Pulp,16,0,15,1,74,12,0.004,0,0.004,Fruitland 66/16 Kv,Laguna Bell De 220/66 System,N/A,2716,44777.8864234903
Punt,12,0,16,0,79,5,0.148,0,0.148,Washington 66/12 Kv,Villa Park 220/66 System,N/A,2717,29998.6237307566
Purdue,16,0,13,0,79,9,0.089,0,0.089,Sawtelle 66/16 Kv,La Cienega 220/66 System,N/A,2718,34344.5469606755
Purex,16,0,70,0,3,28,1.088,0,1.088,Cudahy 66/16 Kv,Laguna Bell Ab 220/66 System,N/A,2719,40829.3167590386
Portola,4.8,0,8,0,83,10,0.353,0,0.353,Palm Village 33/4.8 Kv,Mirage 220/115 System,N/A,2720,13349.728351107
Poseidon,12,0,67,3,5,22,0.068,0,0.068,Proctor 66/12 Kv,Walnut 220/66 System,N/A,2721,20357.864074518
Pullman,4,0,6,0,86,9,0.09,0,0.09,Ditmar 16/4 Kv,La Fresa 220/66 System,N/A,2722,11014.4335352682
Pyramid,12,0,9,0,84,7,0.938,0,0.938,Savage 115/12 Kv,Victor 220/115 System,N/A,2723,62116.331053755
Python,16,0,6,0,81,13,2.562,0,2.562,North Oaks 66/16 Kv,Saugus 220/66 System,N/A,2724,105083.753506679
Qatar,12,0,5,0,90,6,1.32,0,1.32,Modena 66/12 Kv,Villa Park 220/66 System,N/A,2725,52916.8313746866
Quarterback,12,0,7,0,89,4,0.995,0,0.995,Stadler 115/12 Kv,Valley 'D' 500/115 System,N/A,2726,34846.4874999127
Potash,12,0,4,0,70,27,0.01,0,0.01,Trona 33/12 Kv,Kramer 220/115 System,N/A,2727,37289.2148195742
Powell,16,,,,,,1.129,0,1.129,Newhall 66/16 Kv,Saugus 220/66 System,N/A,2728,49177.6067841175
Royal Oaks,12,0,25,0,64,11,0.389,0,0.389,Liberty 66/12 Kv,Rector 220/66 System,N/A,2729,66512.2311065549
Quincy,4,0,6,0,86,8,0.064,0,0.064,Broadway 12/4 Kv,Alamitos 220/66 System,N/A,2730,13977.2796754695
Quinto,12,0,2,0,93,5,0.517,0,0.517,Soquel 66/12 Kv,Chino 220/66 System,N/A,2731,35866.1350305427
Quixote,12,0,0,0,0,100,0,0,0,Southwind 66/12 Kv,Windhub 220/66 System,N/A,2732,3826.57233378457
Power,4,0,2,0,86,12,0.146,0,0.146,Muscoy 33/4 Kv,Vista 220/115 System,N/A,2733,30405.0274629809
Pottery,12,0,29,0,54,18,0.735,0,0.735,Elsinore 115/12 Kv,Valley 'D' 500/115 System,N/A,2734,57691.0999807695
Prado,16,0,79,0,3,19,0.453,0,0.453,Potrero 66/16 Kv,Moorpark 220/66 System,N/A,2735,46846.1275317965
Prayer,12,0,3,0,92,6,2.204,0,2.204,Savage 115/12 Kv,Victor 220/115 System,N/A,2736,68541.0677945693
