CIRCUIT_NA,CIRCUIT_VO,AGR_PCT,COM_PCT,IND_PCT,RES_PCT,OTHER_PCT,GEN_ALLOC,GEN_QUE,TOTAL_GEN,SUBST_DISP,SYS_NAME,NOTE,OBJECTID,Shape__Len
Kewamee,12,0,35,0,50,15,0.459,0,0.459,Crown 66/12 Kv,Santiago 220/66 System,N/A,1866,102364.574809391
Kewen,4,0,24,0,55,21,0.103,0,0.103,San Marino 16/4 Kv,Mesa 220/66 System,N/A,1867,15568.7540418115
Kick,12,0,7,0,87,7,0.105,0,0.105,Washington 66/12 Kv,Villa Park 220/66 System,N/A,1868,36842.3670559221
Kingtree,12,0,3,0,92,5,1.352,0,1.352,Lancaster 66/12 Kv,Antelope 220/66 System,N/A,1869,40752.2431327106
Lasky,4,0,3,0,89,8,0.046,0,0.046,Olympic 16/4 Kv,La Cienega 220/66 System,N/A,1870,1928.02774873887
Las Palmas,4,0,5,0,81,14,0.716,0,0.716,Holiday 33/4 Kv,Devers 220/115 System,N/A,1871,14965.2366487572
Las Piedras,4,0,5,0,91,4,0.065,0,0.065,Victorville 33/4 Kv,Victor 220/115 System,N/A,1872,8592.68525767516
Las Tunas,4,0,14,0,80,6,0.092,0,0.092,San Gabriel 66/4 Kv,Mesa 220/66 System,N/A,1873,17349.2347184741
Lathe,12,0,11,0,80,8,0.13,0,0.13,Industry 66/12 Kv,Walnut 220/66 System,N/A,1874,23253.4517614833
Latin,4,0,6,0,88,5,0.065,0,0.065,Repetto 66/4 Kv,Mesa 220/66 System,N/A,1875,13237.0054612058
Kingsway,12,0,3,0,93,4,0.763,0,0.763,Alessandro 115/12 Kv,Valley 'Ab' 500/115 System,N/A,1876,36742.7221760399
Kirby,12,0,13,0,70,16,1.685,0,1.685,Nelson 115/12 Kv,Valley 'Ab' 500/115 System,N/A,1877,67484.3583665294
Kliss,4,0,1,0,95,3,0.075,0,0.075,Kliss P.T. 12/4 Kv,Del Amo 220/66 System,N/A,1878,3422.0116720629
Kneeland,4,0,7,0,90,5,0.05,0,0.05,Kneeland P.T. 12/4 Kv,Del Amo 220/66 System,N/A,1879,3557.23336718622
Knott,12,0,13,0,78,9,0.85,0,0.85,La Palma 66/12 Kv,Barre 220/66 System,N/A,1880,51207.2348670017
Krona,12,0,4,0,89,7,0.272,0,0.272,Santiago 66/12 Kv,Santiago 220/66 System,N/A,1881,39783.299824736
Launch,12,0,4,0,89,7,0.576,0,0.576,Bolsa 66/12 Kv,Barre 220/66 System,N/A,1882,69230.8276029394
Ledford,12,0,5,0,91,4,1.377,0,1.377,Palmdale 66/12 Kv,Antelope 220/66 System,N/A,1883,48768.6074429803
Lemon,4,0,6,0,88,7,0.073,0,0.073,Locust 12/4 Kv,Hinson 220/66 System,N/A,1884,24225.0115810056
Lemonade,12,0,2,0,90,9,1.222,0,1.222,Citrus 66/12 Kv,Rio Hondo 220/66 System,N/A,1885,40259.4755002514
Lemont,12,0,70,0,3,28,0,0,0,Carmenita 66/12 Kv,Del Amo 220/66 System,N/A,1886,25012.8520250901
East City,4,0,12,0,82,6,0.023,0,0.023,Delano 66/4 Kv,Vestal 220/66 System,N/A,1887,11391.8427529188
Krypton,12,0,80,6,0,15,1.217,0,1.217,Limestone 66/12 Kv,Viejo 220/66 System,N/A,1888,31456.5486018952
Ditwood,12,0,50,0,0,50,0,0,0,La Habra 66/12 Kv,Olinda 220/66 System,N/A,1889,16331.5839726661
Doble,33,0,50,0,0,50,0,0,0,Cottonwood 115/33 Kv,Victor 220/115 System,N/A,1890,81789.6461574607
Dixon,12,0,17,0,73,10,0.692,0,0.692,Declez 66/12 Kv,Etiwanda 220/66 System,N/A,1891,70914.4617713162
Ebbtide,12,0,0,0,0,0,0,0,0,Pico 66/12 Kv,Hinson 220/66 System,N/A,1892,5389.84787122317
Ebell,4,0,1,0,95,4,0.218,0,0.218,Lakewood 66/4 Kv,Del Amo 220/66 System,N/A,1893,13108.3380061781
Echo,12,0,3,0,92,5,0.778,0,0.778,Del Rosa 66/12 Kv,San Bernardino 220/66 System,N/A,1894,31715.382828268
Edendale,12,20,12,4,26,36,4.48,0,4.48,Tipton 66/12 Kv,Springville 220/66 System,N/A,1895,63867.4753927361
Conley,12,0,10,0,64,26,0.038,0,0.038,Corum 66/12 Kv,Windhub 220/66 System,N/A,1896,118403.496422415
Dobbins,4,0,3,0,92,6,0.161,0,0.161,San Gabriel 66/4 Kv,Mesa 220/66 System,N/A,1897,15551.6952862405
Dober,12,0,9,0,85,7,0.493,0,0.493,Moulton 66/12 Kv,Santiago 220/66 System,N/A,1898,43840.8832707372
Dodge,16,0,14,0,75,10,0.757,0,0.757,Laguna Bell 66/16 Kv,Laguna Bell Ab 220/66 System,N/A,1899,55300.93547447
Egmont,12,0,7,0,89,4,1.919,0,1.919,Cortez 66/12 Kv,Walnut 220/66 System,N/A,1900,38089.9660268531
Egan,4,0,29,0,51,20,0.025,0,0.025,Beaumont 12/4 Kv,El Casco 220/115 System,N/A,1901,8825.67196139896
Eldridge,4,0,2,0,92,6,0.308,0,0.308,Los Cerritos 12/4 Kv,Hinson 220/66 System,N/A,1902,21218.1669795446
Dogwood,16,0,10,0,83,7,0.422,0,0.422,Torrance 66/16 Kv,La Fresa 220/66 System,N/A,1903,70526.7057264685
Dolan,12,0,14,0,78,8,0.403,0,0.403,Santa Fe Springs 66/12 Kv,Center 220/66 System,N/A,1904,44011.3926238102
Dollar,4,0,4,0,87,9,0.302,0,0.302,Oldfield 12/4 Kv,Lighthipe 220/66 System,N/A,1905,16427.7766645279
Dolphin,4,7,9,0,16,68,0,0,0,Dolphin P.T. 16/4 Kv,Santa Clara 220/66 System,N/A,1906,16704.6680348028
Electric,16,0,4,0,92,4,0.099,0,0.099,Culver 66/16 Kv,La Cienega 220/66 System,N/A,1907,6867.74426337305
Elevado,4,0,8,0,80,13,0.04,0,0.04,Beverly 66/4 Kv,Eagle Rock 220/66 System,N/A,1908,11892.3177180843
Ellington,12,0,5,0,87,8,1.034,0,1.034,Delano 66/12 Kv,Vestal 220/66 System,N/A,1909,50989.203539165
Dominguez,16,0,28,0,58,14,0.044,0,0.044,La Fresa 66/16 Kv,La Fresa 220/66 System,N/A,1910,77054.3773400206
Donert,12,0,10,0,82,8,0.354,0,0.354,Savage 115/12 Kv,Victor 220/115 System,N/A,1911,32973.0571061532
Doolittle,12,0,7,0,88,6,23.225,0,23.225,Macarthur 66/12 Kv,Santiago 220/66 System,N/A,1912,71991.6538644498
Donohue,12,0,46,0,43,10,0.465,0,0.465,Cucamonga 66/12 Kv,Padua 220/66 System,N/A,1913,36816.4845402176
Dot,4,0,4,0,90,7,0.104,0,0.104,Daisy 12/4 Kv,Hinson 220/66 System,N/A,1914,8021.54283120888
Evergreen,4,0,7,0,86,9,0.062,0,0.062,South Gate 16/4 Kv,Laguna Bell De 220/66 System,N/A,1915,11842.6404395885
Exline,16,0,12,0,78,10,0.175,0,0.175,Amador 66/16 Kv,Rio Hondo 220/66 System,N/A,1916,58808.3277119262
Excelsior,4,0,1,0,97,2,0.175,0,0.175,Pioneer 12/4 Kv,Center 220/66 System,N/A,1917,22694.6347171919
Mitchell,12,0,3,0,86,11,0,0,0,Seabright 66/12 Kv,Hinson 220/66 System,N/A,1918,23997.7408375844
Modelo,12,0,6,0,88,6,0.653,0,0.653,Jefferson 66/12 Kv,Mira Loma 220/66 System,N/A,1919,40155.003501764
Modjeska,12,0,7,0,90,3,1.189,0,1.189,Oneill 66/12 Kv,Viejo 220/66 System,N/A,1920,45595.3720196129
Moffitt,12,12,10,0,35,47,0.028,0,0.028,Lemon Cove 66/12 Kv,Rector 220/66 System,N/A,1921,46232.9697427367
Mohican,12,0,6,0,83,11,2.074,0,2.074,Indian Wells 115/12 Kv,Mirage 220/115 System,N/A,1922,69402.9689516127
Molino,12,0,11,0,80,9,0.02,0,0.02,Hathaway 66/12 Kv,Alamitos 220/66 System,N/A,1923,35817.3461282529
Ezra,4,0,8,0,85,7,0.09,0,0.09,Bridge 66/4 Kv,La Fresa 220/66 System,N/A,1924,20372.7532009057
Faculty,4,0,1,0,95,4,0.21,0,0.21,Lucas 66/4 Kv,Del Amo 220/66 System,N/A,1925,14276.4118579171
Fagan,12,0,27,1,63,10,0.469,0,0.469,Greening 66/12 Kv,Del Amo 220/66 System,N/A,1926,31226.4100933304
Junior,12,0,9,0,86,6,1.829,0,1.829,Randall 66/12 Kv,Etiwanda 220/66 System,N/A,1927,54091.7185800927
Jurupa,12,0,3,0,91,6,1.71,0,1.71,Narod 66/12 Kv,Chino 220/66 System,N/A,1928,40988.7469574474
Justice,12,0,21,0,47,31,0.003,0,0.003,Cardiff 66/12 Kv,San Bernardino 220/66 System,N/A,1929,61042.0358039308
Kahlua,12,0,19,0,76,6,0.426,0,0.426,Chiquita 66/12 Kv,Viejo 220/66 System,N/A,1930,50814.6228978996
Konobie,12,0,3,0,92,5,2.129,0,2.129,Shuttle 66/12 Kv,Antelope 220/66 System,N/A,1931,51377.3221464623
Fairplex,12,0,0,0,0,100,2.175,1,3.175,Layfair 66/12 Kv,Padua 220/66 System,N/A,1932,47322.2652588357
Faro,12,0,69,0,0,36,0.31,0,0.31,Johanna 66/12 Kv,Johanna 220/66 System,N/A,1933,10866.9633372628
Fashion,12,0,50,22,0,28,0,0,0,Pico 66/12 Kv,Hinson 220/66 System,N/A,1934,11138.2253241527
Faust,4,0,1,0,95,4,0.252,0,0.252,Clark 66/4 Kv,Alamitos 220/66 System,N/A,1935,9962.01624074226
Faye,12,0,4,0,80,16,0.915,0,0.915,Weldon 66/12 Kv,Vestal 220/66 System,N/A,1936,126315.4429445
Finishline,12,0,4,0,93,4,0.738,0,0.738,Trophy 66/12 Kv,Chino 220/66 System,N/A,1937,41938.5670469029
Kalisher,16,0,12,0,80,9,0.381,0,0.381,San Fernando 66/16 Kv,Saugus 220/66 System,N/A,1938,57796.7218634559
Kanan,16,0,5,0,92,3,1.141,0,1.141,Malibu 66/16 Kv,Moorpark 220/66 System,N/A,1939,37816.0522302513
Kansas,4,0,5,0,84,11,0.265,0,0.265,Pearl 16/4 Kv,La Cienega 220/66 System,N/A,1940,16702.8471149815
Karen,12,0,8,0,87,5,0.619,0,0.619,Marion 66/12 Kv,Barre 220/66 System,N/A,1941,44953.7108830668
Firmona,16,0,7,0,86,7,0.019,0,0.019,La Fresa 66/16 Kv,La Fresa 220/66 System,N/A,1942,28247.5949211028
Firethorn,16,0,27,0,63,11,0.34,0,0.34,Torrance 66/16 Kv,La Fresa 220/66 System,N/A,1943,62640.3072891915
Firth,12,0,0,0,0,100,0,0,0,Los Cerritos 66/12 Kv,Hinson 220/66 System,N/A,1944,3476.25405643713
Flanders,4,1,5,0,89,6,0.18,0,0.18,La Canada 16/4 Kv,Gould 220/66 System,N/A,1945,21590.774138695
Flight,12,0,16,0,75,9,0.672,0,0.672,Eisenhower 115/12 Kv,Devers 220/115 System,N/A,1946,39940.772069994
Flint,12,0,14,0,78,8,0.646,0,0.646,Trask 66/12 Kv,Barre 220/66 System,N/A,1947,52347.8602904068
Flintridge,4,0,2,0,90,6,0.133,0,0.133,La Canada 16/4 Kv,Gould 220/66 System,N/A,1948,26738.6168075456
Kathleen,16,0,13,0,73,13,0.469,0,0.469,Felton 66/16 Kv,El Nido 220/66 System,N/A,1949,38997.4962523605
Kelber,12,0,26,1,57,14,0.018,0,0.018,Lighthipe 66/12 Kv,Lighthipe 220/66 System,N/A,1950,41733.8458377773
Keno,12,0,2,0,88,10,6.673,0,6.673,Phelan 115/12 Kv,Victor 220/115 System,N/A,1951,201239.146060605
Kessler,12,0,48,0,0,52,0,0,0,Milliken 66/12 Kv,Mira Loma 220/66 System,N/A,1952,46640.2914455779
Kenyon,12,0,9,0,86,4,0.973,0,0.973,Archline 66/12 Kv,Etiwanda 220/66 System,N/A,1953,52058.5122849995
Flores,12,0,74,0,8,17,6.841,0,6.841,Fairview 66/12 Kv,Johanna 220/66 System,N/A,1954,31983.6673217905
Florence,16,0,10,0,83,7,0.099,0,0.099,Cudahy 66/16 Kv,Laguna Bell Ab 220/66 System,N/A,1955,83676.3326454167
Florida,12,0,10,0,83,7,0.244,0,0.244,Carolina 66/12 Kv,Olinda 220/66 System,N/A,1956,38101.6297017733
Florinda,12,0,5,0,88,7,0.561,0,0.561,Hanford 66/12 Kv,Rector 220/66 System,N/A,1957,52787.1048107987
Lemoore,12,0,6,0,86,8,1.682,0,1.682,Hanford 66/12 Kv,Rector 220/66 System,N/A,1958,71213.1490014642
Leonard,4,0,5,0,91,4,0.022,0,0.022,Amalia 16/4 Kv,Mesa 220/66 System,N/A,1959,13983.9144734141
Leopard,12,0,4,0,89,7,0.527,0,0.527,Lampson 66/12 Kv,Barre 220/66 System,N/A,1960,43477.7793575823
Leota,16,0,26,1,51,20,0.119,0,0.119,Fruitland 66/16 Kv,Laguna Bell De 220/66 System,N/A,1961,30269.3365844671
Leveche,12,0,10,0,82,8,0.274,0,0.274,Monolith 66/12 Kv,Windhub 220/66 System,N/A,1962,84622.2268811626
Lyndora,4,0,3,0,92,5,0.113,0,0.113,Lynwood 16/4 Kv,Lighthipe 220/66 System,N/A,1963,17808.9848910785
Lynx,12,0,6,0,73,22,0,0,0,Lampson 66/12 Kv,Barre 220/66 System,N/A,1964,14233.0979343639
Lytle,12,0,56,2,16,22,5.103,0,5.103,Alder 66/12 Kv,Etiwanda 220/66 System,N/A,1965,41607.0719807621
Maciel,12,0,5,0,91,4,0.719,0,0.719,Soquel 66/12 Kv,Chino 220/66 System,N/A,1966,54347.4269317271
Limited,12,0,11,0,80,9,0.35,0,0.35,Elsinore 115/12 Kv,Valley 'D' 500/115 System,N/A,1967,56051.6061205971
Limonite,33,0,0,0,0,100,0,0,0,Calectric 115/33 Kv,Vista 220/115 System,N/A,1968,52209.2595584697
Linda Vista,12,0,6,0,86,9,0.933,0,0.933,Garnet 33/12 Kv,Devers 220/115 System,N/A,1969,77666.1127781221
Littler,12,0,30,0,43,27,0,0,0,Lafayette 66/12 Kv,Ellis 'A' 220/66 System,N/A,1970,10601.4421767081
Macomber,12,48,0,0,5,45,2.839,0,2.839,Tipton 66/12 Kv,Springville 220/66 System,N/A,1971,172213.48215678
Macy,4,0,3,0,89,9,0.119,0,0.119,Muscoy 33/4 Kv,Vista 220/115 System,N/A,1972,19990.8396965242
Magnolia,12,0,7,0,88,6,0.853,0,0.853,Chase 66/12 Kv,Mira Loma 220/66 System,N/A,1973,42953.6525899004
Main St.,4,0,3,0,93,4,0.118,0,0.118,Edinger 12/4 Kv,Johanna 220/66 System,N/A,1974,6058.08834517026
Livermore,12,0,1,0,93,6,2.783,0,2.783,Valley 115/12 Kv,Valley 'Ab' 500/115 System,N/A,1975,79543.5276604723
Locksley,16,0,10,0,84,7,0.251,0,0.251,Ravendale 66/16 Kv,Mesa 220/66 System,N/A,1976,70130.709534417
Lock,4,0,4,0,92,5,0.041,0,0.041,Lennox 16/4 Kv,El Nido 220/66 System,N/A,1977,17234.6987660032
Maitland,4,0,3,0,90,6,0.034,0,0.034,Ontario 12/4 Kv,Chino 220/66 System,N/A,1978,15144.8155134588
Mallet,12,0,4,0,90,6,0.787,0,0.787,Railroad 66/12 Kv,Walnut 220/66 System,N/A,1979,54833.1623813236
Maloy,16,0,6,0,88,6,0.371,0,0.371,Saticoy 66/16 Kv,Santa Clara 220/66 System,N/A,1980,51044.0463558937
Malt,16,0,61,0,0,43,0,0,0,Laguna Bell 66/16 Kv,Laguna Bell Ab 220/66 System,N/A,1981,12442.964262423
Lockhart,33,0,7,0,11,82,0,0,0,Kramer 115/33 Kv,Kramer 220/115 System,N/A,1982,178724.594232263
Lockner,12,0,4,0,88,9,1.226,0,1.226,Nelson 115/12 Kv,Valley 'Ab' 500/115 System,N/A,1983,62379.7720064817
Lola,12,0,34,0,58,8,0.841,0,0.841,La Veta 66/12 Kv,Villa Park 220/66 System,N/A,1984,32034.4311370122
Lomas,16,0,7,0,88,5,0.284,0,0.284,Mesa 66/16 Kv,Mesa 220/66 System,N/A,1985,51533.161299907
Mamie,12,0,0,0,0,100,0,0,0,Minaret 33/12 Kv,Inyo Sce 220/115 System,N/A,1986,2011.5780640521
Menifee,12,0,5,0,85,10,2.26,0,2.26,Newcomb 115/12 Kv,Valley 'D' 500/115 System,N/A,1987,102392.100136015
Manifold,2.4,0,0,0,0,0,0,0,0,Big Creek 3 .5/2.4 Kv,Big Creek 220/220 System,N/A,1988,6573.92748964722
Manila,4,0,4,0,87,9,0.166,0,0.166,Hathaway 66/4 Kv,Alamitos 220/66 System,N/A,1989,16619.7593133512
Manning,12,0,2,0,92,6,1.488,0,1.488,Declez 66/12 Kv,Etiwanda 220/66 System,N/A,1990,33232.9298134508
Manor,4,0,3,0,92,6,0.198,0,0.198,Anita 66/4 Kv,Rio Hondo 220/66 System,N/A,1991,25647.5037289139
Mansa,12,0,0,0,0,0,0,0,0,Colton 66/12 Kv,Vista A 220/66 System,N/A,1992,523.765437348335
Manuel,4,0,2,0,96,3,0.1,0,0.1,Haveda 16/4 Kv,La Fresa 220/66 System,N/A,1993,10994.2080858522
Long,4,0,1,0,96,4,0.07,0,0.07,Long P.T. 12/4 Kv,Del Amo 220/66 System,N/A,1994,1666.85932369198
Loucks,12,5,16,0,66,15,0.034,0,0.034,Loucks P.T. 16/12 Kv,Saugus 220/66 System,N/A,1995,22143.7162244499
Lotus,12,0,6,0,90,4,0.236,0,0.236,Barre 66/12 Kv,Barre 220/66 System,N/A,1996,30571.7285756798
Love,4,0,2,0,92,6,0.156,0,0.156,Rialto 33/4 Kv,Vista 220/115 System,N/A,1997,15138.517895525
Lowry,12,1,15,0,68,17,0.531,0,0.531,Oak Grove 66/12 Kv,Rector 220/66 System,N/A,1998,66039.8594658166
Lucerne,12,0,4,0,73,23,0.126,0,0.126,Piute 66/12 Kv,Antelope 220/66 System,N/A,1999,147203.161859254
Manville,12,0,4,0,86,11,0.024,0,0.024,Cameron 66/12 Kv,Hinson 220/66 System,N/A,2000,10689.2573701706
Midori,12,0,68,1,8,23,0.009,0,0.009,Milliken 66/12 Kv,Mira Loma 220/66 System,N/A,3001,60747.078184326
Midway,4,0,9,0,83,9,0.074,0,0.074,Cedarwood 12/4 Kv,Barre 220/66 System,N/A,3002,5687.57644085938
Mid Valle,12,2,4,0,81,13,1.841,0,1.841,Liberty 66/12 Kv,Rector 220/66 System,N/A,3003,140274.014457844
Manchester,4,0,6,0,88,6,0.041,0,0.041,Morningside 16/4 Kv,El Nido 220/66 System,N/A,3004,9899.94320555728
Mandarin,12,0,5,0,82,13,1.309,0,1.309,Citrus 66/12 Kv,Rio Hondo 220/66 System,N/A,3005,70597.3012570392
Manitou,12,0,3,0,93,5,0.967,0,0.967,Indian Wells 115/12 Kv,Mirage 220/115 System,N/A,3006,47824.2080014818
Manteca,12,0,3,0,93,4,1.553,0,1.553,Randall 66/12 Kv,Etiwanda 220/66 System,N/A,3007,30226.1174680685
Maple,4,0,15,0,63,23,0.07,0,0.07,Beverly 66/4 Kv,Eagle Rock 220/66 System,N/A,3008,18178.9968655271
Mildred,12,0,4,0,93,4,1.313,0,1.313,Marion 66/12 Kv,Barre 220/66 System,N/A,3009,14277.890976908
Milk,12,1,4,0,88,8,2.56,0,2.56,Tulare 66/12 Kv,Rector 220/66 System,N/A,3010,125396.017126767
Mill,12,0,74,4,2,21,0.036,0,0.036,Santa Fe Springs 66/12 Kv,Center 220/66 System,N/A,3011,34743.2232240874
Maplewood,12,0,15,0,76,10,0.274,0,0.274,Somerset 66/12 Kv,Del Amo 220/66 System,N/A,3012,61509.439343488
Marble,12,0,38,1,35,27,0.071,0,0.071,Declez 66/12 Kv,Etiwanda 220/66 System,N/A,3013,82956.5695592591
Marconi,12,0,9,0,80,13,0.192,0,0.192,Padua 66/12 Kv,Padua 220/66 System,N/A,3014,46747.6821380558
Marendale,16,0,34,0,53,14,0.098,0,0.098,Arcadia 66/16 Kv,Rio Hondo 220/66 System,N/A,3015,44315.9779567241
Spadra,12,0,5,0,89,6,0.955,0,0.955,Ganesha 66/12 Kv,Chino 220/66 System,N/A,3016,57379.0134796582
Sparks,12,0,10,0,79,11,0.347,0,0.347,Highland 66/12 Kv,San Bernardino 220/66 System,N/A,3017,68517.3044388839
Sparrow,12,0,75,3,6,15,0,0,0,Talbert 66/12 Kv,Ellis 'C' 220/66 System,N/A,3018,28567.5119477242
Speaker,12,0,5,0,90,5,0.12,0,0.12,Hamilton 66/12 Kv,Ellis 'A' 220/66 System,N/A,3019,74098.0357020954
Speedway,12,0,41,2,18,40,5.676,0,5.676,Declez 66/12 Kv,Etiwanda 220/66 System,N/A,3020,49179.9023336786
Marengo,4,0,16,0,81,1,0.047,0,0.047,Alhambra 66/4 Kv,Eagle Rock 220/66 System,N/A,3021,9471.8481454041
Marianna,12,0,3,0,89,8,1.176,0,1.176,Rancho 33/12 Kv,Victor 220/115 System,N/A,3022,61248.9731158883
Marl,16,0,29,0,4,52,0,0,0,Cima 220/16 Kv,Cima 220/16 System,N/A,3023,161874.844825738
Marland,12,0,9,0,82,9,0.123,0,0.123,Hathaway 66/12 Kv,Alamitos 220/66 System,N/A,3024,41133.6576092446
Marlene,16,0,8,0,89,3,0.004,0,0.004,Culver 66/16 Kv,La Cienega 220/66 System,N/A,3025,28878.0262791892
Martini,12,0,3,0,93,4,0.858,0,0.858,Chiquita 66/12 Kv,Viejo 220/66 System,N/A,3026,43510.0074184403
Massachusetts,12,0,9,0,85,7,0.728,0,0.728,Carolina 66/12 Kv,Olinda 220/66 System,N/A,3027,31486.7500951328
Spray,12,0,7,0,85,9,0,0,0,Seabright 66/12 Kv,Hinson 220/66 System,N/A,3028,10934.2459979602
Spruance,12,0,0,0,0,100,0,0,0,Navy Mole 66/12 Kv,Hinson 220/66 System,N/A,3029,9971.32093498233
Squall,12,0,7,0,89,4,0.246,0,0.246,Neptune 66/12 Kv,Hinson 220/66 System,N/A,3030,39799.7577372849
Squint,12,0,3,0,94,3,0.08,0,0.08,Arrowhead 33/12 Kv,Vista 220/115 System,N/A,3031,60094.7776495305
Stack,12,0,20,0,59,20,0.348,0,0.348,Palm Canyon 33/12 Kv,Devers 220/115 System,N/A,3032,43163.085311087
Mateus,12,0,9,0,83,8,0.668,0,0.668,Pepper 115/12 Kv,Vista 220/115 System,N/A,3033,44926.5226061991
Matney,4,0,8,0,81,11,0.149,0,0.149,Oldfield 12/4 Kv,Lighthipe 220/66 System,N/A,3034,21953.5192438663
Mauna Loa,12,0,33,0,47,21,0.159,0,0.159,Savage 115/12 Kv,Victor 220/115 System,N/A,3035,69288.5484012965
Maxim,12,0,5,0,86,9,1.223,0,1.223,Coffee 33/12 Kv,Devers 220/115 System,N/A,3036,127007.63303676
Stacy,4,0,2,0,94,4,0.138,0,0.138,Felton 16/4 Kv,El Nido 220/66 System,N/A,3037,13181.0130883054
Stafford,12,0,8,0,85,8,0.243,0,0.243,Puente 66/12 Kv,Walnut 220/66 System,N/A,3038,42139.4129343006
Standard,12,0,9,0,86,6,0.769,0,0.769,Oceanview 66/12 Kv,Ellis 'A' 220/66 System,N/A,3039,63305.7045870351
Standish,4,0,4,0,93,4,0.151,0,0.151,Mayflower 16/4 Kv,Rio Hondo 220/66 System,N/A,3040,16350.9279267045
Mayan,12,0,5,0,90,5,0.752,0,0.752,Indian Wells 115/12 Kv,Mirage 220/115 System,N/A,3041,50987.7511605539
Mayfair,4,0,3,0,93,4,0.063,0,0.063,Ramona 66/4 Kv,Mesa 220/66 System,N/A,3042,9405.72712030053
Mayo,16,0,26,0,58,16,0.74,0,0.74,Bullis 66/16 Kv,Lighthipe 220/66 System,N/A,3043,42973.8794791956
Mccloud,16,0,23,1,70,6,0.259,0,0.259,Jersey 66/16 Kv,Lighthipe 220/66 System,N/A,3044,63896.17418456
Piston,16,0,10,0,77,13,1.649,0,1.649,Ditmar 66/16 Kv,La Fresa 220/66 System,N/A,3045,79345.91890939
Stamper,12,0,29,2,59,10,2.317,0,2.317,Gallatin 66/12 Kv,Center 220/66 System,N/A,3046,48811.4571644383
Palmetto,12,0,3,0,92,5,1.156,0,1.156,Chino 66/12 Kv,Chino 220/66 System,N/A,3047,44779.3169115362
Palmview,33,0,0,0,0,100,0,0,0,Garnet 115/33 Kv,Devers 220/115 System,N/A,3048,63959.0113219272
Parkmore,16,0,3,0,90,7,1.086,0,1.086,Valdez 66/16 Kv,Moorpark 220/66 System,N/A,3049,58660.2347112617
Parkridge,12,0,5,0,89,6,0.564,0,0.564,Corona 66/12 Kv,Mira Loma 220/66 System,N/A,3050,42256.1136863481
Pistachio,12,0,16,0,75,9,0.869,0,0.869,Chestnut 66/12 Kv,Johanna 220/66 System,N/A,3051,48219.0967198356
Pirate,16,0,7,0,84,10,0.481,0,0.481,Cudahy 66/16 Kv,Laguna Bell Ab 220/66 System,N/A,3052,70808.6017487083
Pontiac,12,0,10,0,83,7,0.464,0,0.464,Vera 66/12 Kv,Ellis 'C' 220/66 System,N/A,3053,36922.9961873706
Poodle,12,0,5,0,93,3,0.18,0,0.18,Moulton 66/12 Kv,Santiago 220/66 System,N/A,3054,26199.0730659944
Poppet Flats,12,0,4,0,83,13,0.275,0,0.275,Cabazon 33/12 Kv,El Casco 220/115 System,N/A,3055,75302.0691145895
Parkway,12,0,5,0,91,4,1.387,0,1.387,Peyton 66/12 Kv,Chino 220/66 System,N/A,3056,29891.5388659972
Parman,16,0,10,0,81,10,0.553,0,0.553,Colorado 66/16 Kv,La Cienega 220/66 System,N/A,3057,65079.6943964766
Parrot,12,0,46,0,44,11,0.187,0,0.187,Talbert 66/12 Kv,Ellis 'C' 220/66 System,N/A,3058,49613.0604412637
Pascal,12,0,3,0,91,6,2.216,0,2.216,Pechanga 115/12 Kv,Valley 'D' 500/115 System,N/A,3059,62672.4781668466
Patricia,16,0,9,0,78,14,1.512,0,1.512,Ojai 66/16 Kv,Santa Clara 220/66 System,N/A,3060,130765.247131855
Poppy,12,0,9,0,79,13,1.389,0,1.389,Sunnyside 66/12 Kv,Lighthipe 220/66 System,N/A,3061,58891.2971858898
Potato,12,0,5,0,86,10,0.321,0,0.321,Sixteenth Street 33/12 Kv,Vista 220/115 System,N/A,3062,55419.2078246696
Potosi,25,21,11,0,19,47,0.037,0,0.037,Lathrop Wells P.T. 25/25 Kv,Valley Electric System,N/A,3063,130082.689072829
Potter,12,0,0,0,0,100,0,0,0,Mobiloil 66/12 Kv,La Fresa 220/66 System,N/A,3064,4524.289897985
Patron,12,0,73,0,1,25,0.691,0,0.691,Milliken 66/12 Kv,Mira Loma 220/66 System,N/A,3065,65323.6552511794
Paul,12,0,5,0,89,7,0.461,0,0.461,Brookhurst 66/12 Kv,Ellis 'C' 220/66 System,N/A,3066,34375.3549648509
Pawley,12,0,11,0,71,18,0.388,0,0.388,Three Rivers 66/12 Kv,Rector 220/66 System,N/A,3067,138882.28227386
Pawnee,12,0,4,0,86,10,1.083,0,1.083,Gavilan 33/12 Kv,Valley 'Ab' 500/115 System,N/A,3068,129726.995832085
Peach,16,0,34,3,33,27,0.163,0,0.163,Fernwood 66/16 Kv,Lighthipe 220/66 System,N/A,3069,43209.3845227179
Powder,16,0,15,0,78,7,0.335,0,0.335,Rio Hondo 66/16 Kv,Rio Hondo 220/66 System,N/A,3070,61993.7177890922
Pratt,12,5,7,0,47,39,0.197,0,0.197,Woodville 66/12 Kv,Springville 220/66 System,N/A,3071,165943.920751202
Prego,12,0,2,0,93,5,1.24,0,1.24,Padua 66/12 Kv,Padua 220/66 System,N/A,3072,30292.5608119475
Presley,12,0,6,0,88,5,0.287,0,0.287,Newcomb 115/12 Kv,Valley 'D' 500/115 System,N/A,3073,59373.3667842067
